Main Category,Capric acid,Lauric acid,Myristic acid,Palmitic acid,Palmitoleic acid,Stearic acid,Oleic acid,Linoleic Acid,Linolenic Acid,Stearidonic acid,Eicosenoic acid,Arachidonic acid,Eicosapentaenoic acid,Erucic acid,Docosapentaenoic acid,Docosahexaenoic acid,Butyric acid,Caproic acid,Caprylic acid,Alcohol,Caffeine,Calcium,Carbohydrate,"Carotene, alpha","Carotene, beta",Cholesterol,Choline,Copper,"Cryptoxanthin, beta",Energy,"Fatty acids, total monounsaturated","Fatty acids, total polyunsaturated","Fatty acids, total saturated",Dietary Fiber,"Folate, DFE","Folate, food",Folate,Folic acid,Iron,Lutein + zeaxanthin,Lycopene,Magnesium,Niacin,Phosphorus,Potassium,Protein,Retinol,Riboflavin,Selenium,Sodium,"Sugars, total",Theobromine,Thiamin,Total Fat,Vitamin A,Vitamin B12,"Vitamin B-12, added",Vitamin B6,Vitamin C,Vitamin D,Vitamin E,"Vitamin E, added",Vitamin K,Water,Zinc,Creatine
Macaroni or noodles with cheese,0.002,0.002,0.21,1.074,0.006,0.316,1.93,1.39,0.162,0.0,0.023,0.0,0.0,0.0,0.0,0.0,0.004,0.002,0.001,0.0,0.0,265.0,61.405,0.0,5.0,11.5,30.7,0.18,0.5,342.5,1.958,1.553,1.612,1.8,279.0,16.0,171.0,155.0,2.085,11.0,0.0,42.0,4.0,365.5,275.5,12.29,64.0,0.504,42.8,884.5,6.62,0.0,0.79,5.295,64.5,0.585,0.0,0.13,0.0,0.0,0.345,0.0,1.2,17.865,1.285,0.0
Malt beverage,0.0,0.0,0.001,0.021,0.0,0.001,0.012,0.05,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,7.0,8.05,0.0,0.0,0.0,10.1,0.008,0.0,37.0,0.015,0.056,0.024,0.0,14.0,14.0,14.0,0.0,0.06,0.0,0.0,7.0,1.113,16.0,8.0,0.21,0.0,0.048,1.2,13.0,8.05,0.0,0.016,0.12,0.0,0.02,0.0,0.027,0.5,0.0,0.0,0.0,0.0,91.15,0.02,0.0
Mango,0.0,0.004,0.039,0.226,0.209,0.013,0.235,0.061,0.161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.58,11.0,786.0,0.0,23.7,0.3,29.0,319.0,0.439,0.222,0.287,2.4,68.0,68.0,68.0,0.0,0.23,52.0,0.0,20.0,2.0,50.0,279.0,2.45,0.0,0.085,2.1,162.0,66.27,0.0,0.062,1.18,67.0,0.0,0.0,0.334,42.3,0.0,4.02,0.0,13.2,16.6,0.3,0.0
Mango nectar,0.0,0.0,0.002,0.011,0.01,0.001,0.012,0.003,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,13.12,0.0,402.0,0.0,1.5,0.015,26.0,51.0,0.022,0.011,0.014,0.3,7.0,7.0,7.0,0.0,0.36,0.0,0.0,3.0,0.08,2.0,24.0,0.11,0.0,0.003,0.4,5.0,12.45,0.0,0.003,0.06,35.0,0.0,0.0,0.015,15.2,0.0,0.21,0.0,0.8,86.63,0.02,0.0
Mangos,0.0,0.001,0.013,0.072,0.067,0.004,0.075,0.019,0.051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,14.98,9.0,640.0,0.0,7.6,0.111,10.0,60.0,0.14,0.071,0.092,1.6,43.0,43.0,43.0,0.0,0.16,23.0,3.0,10.0,0.669,14.0,168.0,0.82,0.0,0.038,0.6,1.0,13.66,0.0,0.028,0.38,54.0,0.0,0.0,0.119,36.4,0.0,0.9,0.0,4.2,83.46,0.09,0.0
Maraschino cherries,0.0,0.0,0.001,0.029,0.001,0.01,0.049,0.028,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,41.97,0.0,27.0,0.0,4.3,0.143,0.0,165.0,0.049,0.055,0.039,3.2,0.0,0.0,0.0,0.0,0.43,59.0,0.0,4.0,0.004,3.0,21.0,0.22,0.0,0.0,0.2,4.0,38.77,0.0,0.0,0.21,2.0,0.0,0.0,0.005,0.0,0.0,0.05,0.0,1.5,57.27,0.26,0.0
Margarine,0.008,0.144,0.111,7.98,0.059,6.052,37.63,22.053,3.037,0.0,0.316,0.0,0.0,0.009,0.006,0.001,0.0,0.0,0.005,0.0,0.0,3.0,0.717,0.0,610.0,0.0,12.4,0.0,0.0,715.667,38.063,25.115,14.867,0.0,1.0,1.0,1.0,0.0,0.04,0.0,0.0,2.333,0.015,5.0,17.667,0.18,768.0,0.025,0.0,470.0,0.0,0.0,0.007,80.53,819.0,0.093,0.0,0.006,0.167,5.35,11.143,0.0,92.567,16.703,0.0,0.0
Margarine-like,0.046,0.073,0.228,5.187,0.062,3.046,16.981,13.411,1.503,0.0,0.083,0.0,0.0,0.001,0.001,0.0,0.045,0.026,0.016,0.0,0.0,17.308,1.11,0.0,469.231,6.692,10.385,0.003,0.0,395.769,17.176,14.96,8.983,0.0,1.077,1.077,1.077,0.0,0.025,0.0,0.0,1.769,0.082,14.538,32.615,0.47,866.692,0.021,0.092,700.462,0.0,0.0,0.085,43.921,905.923,0.048,0.0,0.581,0.1,2.469,8.324,0.0,70.554,52.8,0.024,0.0
Margarine-like spread with yogurt,0.0,0.0,0.0,5.95,0.35,1.05,9.45,15.04,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,0.0,610.0,0.0,12.4,0.004,0.0,330.0,9.8,16.8,7.0,0.0,3.0,3.0,3.0,0.0,0.02,0.0,0.0,5.0,0.03,39.0,64.0,2.0,768.0,0.06,1.0,630.0,0.0,0.0,0.01,35.0,819.0,0.15,0.0,0.01,0.2,0.0,5.0,0.0,93.0,59.0,0.24,0.0
Margarine-like vegetable-oil spread,0.0,0.0,0.049,5.813,0.048,3.622,20.19,21.612,2.645,0.0,0.078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,610.0,1.0,12.4,0.0,0.0,535.0,20.316,24.686,10.042,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.016,16.0,30.0,0.6,768.0,0.026,0.0,785.0,0.0,0.0,0.007,59.17,819.0,0.07,0.0,0.006,0.1,10.7,5.0,0.0,101.3,38.68,0.0,0.0
Marmalade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,66.3,5.0,15.0,0.0,3.0,0.09,38.0,246.0,0.0,0.0,0.0,0.7,9.0,9.0,9.0,0.0,0.15,58.0,0.0,2.0,0.052,4.0,37.0,0.3,0.0,0.025,0.6,56.0,60.0,0.0,0.005,0.0,3.0,0.0,0.0,0.019,4.8,0.0,0.06,0.0,0.0,33.2,0.04,0.0
Mayonnaise,0.0,0.0,0.016,4.377,0.464,0.793,28.953,3.689,0.317,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,33.0,9.0,0.019,3.0,361.0,29.542,4.006,5.37,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,2.0,0.01,15.0,31.0,0.37,5.0,0.0,2.3,800.0,0.0,0.0,0.008,40.0,8.0,0.12,0.0,0.002,0.0,0.0,2.19,0.0,53.7,57.58,0.07,0.0
Meatballs,0.0,0.087,0.043,0.925,0.0,0.369,2.188,4.146,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,8.0,0.0,0.0,0.0,88.4,0.706,0.0,197.0,2.188,4.666,1.425,4.6,78.0,78.0,78.0,0.0,2.16,0.0,0.0,18.0,2.5,344.0,180.0,21.0,0.0,0.213,0.8,550.0,1.25,0.0,0.938,9.0,0.0,1.5,1.5,0.2,0.0,0.0,1.73,0.0,0.0,58.0,1.8,0.0
Melons,0.0,0.001,0.001,0.032,0.0,0.003,0.003,0.026,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.667,7.943,5.333,683.333,0.0,7.6,0.042,0.333,32.667,0.003,0.06,0.038,0.867,16.0,16.0,16.0,0.0,0.24,26.333,0.0,11.0,0.461,10.333,225.667,0.83,0.0,0.021,0.5,14.333,7.223,0.0,0.031,0.143,57.333,0.0,0.0,0.108,25.5,0.0,0.04,0.0,2.633,90.607,0.113,0.0
Milk,0.088,0.098,0.382,1.061,0.115,0.442,0.973,0.137,0.042,0.0,0.002,0.001,0.0,0.0,0.0,0.0,0.116,0.054,0.044,0.0,0.133,335.633,16.372,0.0,8.342,17.842,44.333,0.033,0.0,138.458,1.155,0.183,2.402,0.053,12.933,12.933,12.933,0.0,0.154,0.0,0.0,30.458,0.264,265.5,461.65,9.423,107.992,0.442,6.918,150.733,16.168,2.833,0.105,3.959,108.867,1.015,0.0,0.096,2.042,1.881,0.082,0.0,0.322,68.089,1.125,0.0
Milk and cereal bar,0.244,2.72,0.977,3.839,0.009,0.881,1.177,0.23,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.05,0.325,0.0,0.0,410.0,72.05,0.0,0.0,6.0,31.0,0.049,0.0,413.0,1.186,0.239,9.114,0.4,159.0,11.0,98.0,87.0,5.99,0.0,0.0,21.0,8.194,155.0,254.0,6.47,188.0,0.696,7.7,319.0,45.97,0.0,0.615,10.98,188.0,2.0,1.51,0.819,15.4,1.7,0.42,0.0,2.5,8.69,0.84,0.0
Milk dessert,0.0,0.0,0.001,0.254,0.002,0.332,0.326,0.028,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,154.0,37.7,0.0,18.0,0.0,0.9,0.008,0.0,167.0,0.329,0.03,0.597,0.0,6.0,6.0,6.0,0.0,0.04,0.0,0.0,45.0,0.1,123.0,333.0,4.3,0.0,0.26,2.6,97.0,37.7,62.0,0.05,1.0,2.0,0.55,0.0,0.04,0.7,0.0,0.0,0.0,0.0,56.0,0.47,0.0
Milk dessert bar,0.004,0.002,0.017,0.378,0.006,0.399,0.455,0.05,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.001,0.002,0.0,2.0,184.0,33.09,0.0,135.0,7.0,19.6,0.103,0.0,147.0,0.462,0.052,0.81,6.6,4.0,4.0,4.0,0.0,0.53,1.0,0.0,20.0,0.126,83.0,316.0,4.41,60.0,0.129,2.2,92.0,22.06,69.0,0.023,1.47,71.0,0.14,0.0,0.023,0.9,0.1,0.2,0.0,0.6,61.43,0.43,0.0
Millet,0.0,0.002,0.0,0.308,0.008,0.09,0.431,1.174,0.069,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,51.835,0.0,1.0,0.0,17.15,0.432,0.0,236.5,0.45,1.244,0.421,2.0,49.0,49.0,49.0,0.0,1.72,35.0,0.0,75.0,2.875,183.0,51.0,8.255,0.0,0.176,1.9,3.5,0.34,0.0,0.248,2.2,0.0,0.0,0.0,0.234,0.0,0.0,0.34,0.0,0.85,36.955,1.245,0.0
Miso,0.0,0.0,0.015,0.75,0.0,0.2,1.043,2.479,0.405,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,25.37,0.0,52.0,0.0,72.2,0.42,0.0,198.0,1.118,2.884,1.025,5.4,19.0,19.0,19.0,0.0,2.49,0.0,0.0,48.0,0.906,159.0,210.0,12.79,0.0,0.233,7.0,3728.0,6.2,0.0,0.098,6.01,4.0,0.08,0.0,0.199,0.0,0.0,0.01,0.0,29.3,43.02,2.56,0.0
Molasses,0.0,0.0,0.0,0.018,0.0,0.002,0.032,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,74.73,0.0,0.0,0.0,13.3,0.487,0.0,290.0,0.032,0.05,0.018,0.0,0.0,0.0,0.0,0.0,4.72,0.0,0.0,242.0,0.93,31.0,1464.0,0.0,0.0,0.002,17.8,37.0,74.72,0.0,0.041,0.1,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,21.87,0.29,0.0
Mollusks,0.0,0.001,0.035,0.201,0.047,0.053,0.096,0.023,0.015,0.023,0.029,0.025,0.104,0.006,0.021,0.118,0.0,0.0,0.0,0.0,0.0,38.077,3.552,0.0,0.0,60.231,70.238,0.897,0.0,88.308,0.186,0.334,0.302,0.0,12.615,12.615,12.615,0.0,3.31,0.0,0.0,49.846,1.355,229.231,300.385,14.623,44.538,0.106,36.262,215.308,0.048,0.0,0.054,1.306,44.538,10.529,0.0,0.134,2.592,0.008,1.305,0.0,1.938,78.657,11.088,0.0
Mortadella,0.12,0.07,0.51,5.43,1.14,3.23,10.24,2.91,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,3.05,0.0,0.0,56.0,72.2,0.06,0.0,311.0,11.38,3.12,9.51,0.0,3.0,3.0,3.0,0.0,1.4,0.0,0.0,11.0,2.673,97.0,163.0,16.37,0.0,0.153,22.6,1246.0,0.0,0.0,0.119,25.39,0.0,1.48,0.0,0.13,0.0,1.0,0.22,0.0,1.6,52.3,2.1,0.0
Muffin,0.0,0.0,0.014,1.135,0.031,0.366,0.824,1.196,0.137,0.002,0.004,0.016,0.008,0.0,0.0,0.005,0.001,0.0,0.0,0.0,0.0,35.0,50.05,0.0,3.0,28.0,51.7,0.08,1.0,255.0,0.86,1.363,1.549,4.2,73.0,12.0,48.0,36.0,2.0,56.0,0.0,10.0,1.375,125.0,96.0,4.23,10.0,0.175,9.8,413.0,27.05,0.0,0.163,4.22,10.0,0.16,0.0,0.042,0.9,0.1,0.39,0.0,5.7,39.94,1.27,0.0
Muffins,0.001,0.001,0.01,1.239,0.031,0.456,2.797,4.556,0.57,0.001,0.037,0.013,0.0,0.002,0.0,0.003,0.0,0.0,0.0,0.0,0.0,60.333,50.767,4.0,7.333,18.667,50.267,0.23,0.333,316.667,2.874,5.149,1.762,3.033,98.0,21.333,66.333,45.0,2.77,104.333,0.0,66.333,1.292,268.667,232.333,5.797,23.333,0.195,11.467,398.667,19.157,0.0,0.234,10.623,24.333,0.087,0.0,0.095,0.3,0.033,1.03,0.0,18.167,30.853,0.917,0.0
Mulberries,0.0,0.0,0.0,0.006,0.0,0.02,0.041,0.206,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,9.8,12.0,9.0,0.0,12.3,0.06,0.0,43.0,0.041,0.207,0.027,1.7,6.0,6.0,6.0,0.0,1.85,136.0,0.0,18.0,0.62,38.0,194.0,1.44,0.0,0.101,0.6,10.0,8.1,0.0,0.029,0.39,1.0,0.0,0.0,0.05,36.4,0.0,0.87,0.0,7.8,87.68,0.12,0.0
Mung beans,0.0,0.0,0.0,0.044,0.0,0.012,0.029,0.061,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.333,9.76,3.333,8.0,0.0,17.9,0.147,3.333,52.0,0.029,0.073,0.062,3.4,83.0,83.0,83.0,0.0,0.987,0.0,0.0,27.667,0.714,60.333,172.0,4.03,0.0,0.096,1.233,6.0,2.99,0.0,0.099,0.217,1.0,0.0,0.0,0.07,8.533,0.0,0.107,0.0,19.467,85.483,0.573,0.0
Mushrooms,0.005,0.004,0.005,0.048,0.022,0.018,0.039,0.124,0.004,0.0,0.0,0.0,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,20.68,0.0,0.0,0.0,59.32,1.424,0.0,85.4,0.08,0.128,0.085,3.84,46.2,46.2,46.2,0.0,1.038,0.0,0.0,36.4,5.052,112.4,490.8,3.654,0.0,0.433,19.24,89.8,2.542,0.0,0.115,0.462,0.0,0.008,0.0,0.277,1.98,1.04,0.006,0.0,0.0,73.518,2.22,0.0
Mustard,0.005,0.002,0.004,0.117,0.008,0.038,0.778,0.363,0.374,0.0,0.289,0.0,0.0,1.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,5.83,1.0,51.0,0.0,22.4,0.074,27.0,60.0,2.182,0.774,0.214,4.0,7.0,7.0,7.0,0.0,1.61,113.0,0.0,48.0,0.565,108.0,152.0,3.74,0.0,0.07,33.5,1104.0,0.92,0.0,0.177,3.34,5.0,0.0,0.0,0.07,0.3,0.0,0.36,0.0,1.4,83.72,0.64,0.0
Mustard greens,0.0,0.0,0.0,0.006,0.001,0.002,0.017,0.023,0.021,0.0,0.022,0.0,0.0,0.066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.333,4.097,6.333,4478.667,0.0,0.4,0.123,25.0,24.0,0.105,0.044,0.012,2.667,30.333,30.333,30.333,0.0,1.21,6934.0,0.0,19.333,0.497,41.333,228.333,2.563,0.0,0.075,0.7,18.0,1.017,0.0,0.054,0.38,374.333,0.0,0.0,0.129,36.367,0.0,1.713,0.0,395.1,92.093,0.223,0.0
Natto,0.0,0.0,0.031,1.168,0.031,0.393,2.399,5.476,0.734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,12.68,0.0,0.0,0.0,57.0,0.667,0.0,211.0,2.43,6.21,1.591,5.4,8.0,8.0,8.0,0.0,8.6,0.0,0.0,115.0,0.0,174.0,729.0,19.4,0.0,0.19,8.8,7.0,4.89,0.0,0.16,11.0,0.0,0.0,0.0,0.13,13.0,0.0,0.01,0.0,23.1,55.02,3.03,0.0
Nectarines,0.0,0.0,0.0,0.023,0.002,0.002,0.086,0.111,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.55,0.0,150.0,0.0,6.2,0.086,98.0,44.0,0.088,0.113,0.025,1.7,5.0,5.0,5.0,0.0,0.28,130.0,0.0,9.0,1.125,26.0,201.0,1.06,0.0,0.027,0.0,0.0,7.89,0.0,0.034,0.32,17.0,0.0,0.0,0.025,5.4,0.0,0.77,0.0,2.2,87.59,0.17,0.0
Noodles,0.0,0.001,0.015,1.147,0.051,0.31,3.046,3.411,0.371,0.0,0.046,0.008,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,22.0,55.245,0.0,9.167,24.333,40.017,0.141,0.167,333.5,3.147,3.795,1.523,2.15,131.0,16.333,83.833,67.5,2.538,408.0,0.0,29.833,3.435,109.0,89.667,7.057,4.833,0.203,34.583,266.667,1.492,0.0,0.432,9.215,5.5,0.087,0.0,0.094,0.0,0.083,1.135,0.0,18.217,27.465,0.94,0.0
Nopales,0.0,0.0,0.0,0.008,0.001,0.002,0.012,0.032,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,3.305,47.5,246.0,0.0,7.2,0.05,0.0,15.5,0.012,0.036,0.011,2.1,3.0,3.0,3.0,0.0,0.545,0.0,0.0,49.5,0.353,16.0,226.0,1.335,0.0,0.04,0.7,20.5,1.135,0.0,0.012,0.07,22.5,0.0,0.0,0.068,7.3,0.0,0.0,0.0,5.2,94.215,0.23,0.0
Nutritional supplement for people with diabetes,0.003,0.0,0.0,0.15,0.003,0.059,2.306,0.392,0.003,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,110.0,11.88,0.0,0.0,2.0,60.5,0.22,0.0,88.0,2.318,0.395,0.232,2.2,75.0,0.0,44.0,44.0,1.98,0.0,0.0,44.0,2.201,110.0,176.0,4.4,165.0,0.187,7.7,92.0,2.64,23.0,0.165,3.08,165.0,0.66,0.66,0.22,26.4,1.1,1.46,1.46,8.8,79.74,1.65,0.0
Nuts,0.349,2.71,1.084,3.412,0.656,1.471,20.656,11.631,0.586,0.0,0.164,0.0,0.0,0.01,0.0,0.0,0.0,0.034,0.439,0.0,0.0,116.208,24.007,0.125,11.458,0.0,36.533,0.972,0.375,525.417,21.507,12.252,9.702,7.071,40.542,40.542,40.542,0.0,2.95,56.542,0.0,165.917,1.75,332.125,521.542,12.513,0.0,0.323,86.225,83.458,10.982,0.0,0.236,45.921,0.917,0.0,0.0,0.239,2.121,0.0,8.638,0.0,6.821,15.432,2.645,0.0
Oat bran,0.0,0.026,0.016,1.128,0.014,0.071,2.362,2.645,0.121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,66.22,0.0,0.0,0.0,32.2,0.403,0.0,246.0,2.376,2.766,1.328,15.4,52.0,52.0,52.0,0.0,5.41,180.0,0.0,235.0,0.934,734.0,566.0,17.3,0.0,0.22,45.2,4.0,1.45,0.0,1.17,7.03,0.0,0.0,0.0,0.165,0.0,0.0,1.01,0.0,3.2,6.55,3.11,0.0
Oil,0.425,3.215,1.352,9.522,0.224,6.637,37.019,29.86,4.238,0.0,0.287,0.004,0.0,0.005,0.0,0.0,0.02,0.056,0.551,0.0,0.0,0.54,0.776,0.0,7.291,1.148,1.153,0.0,0.0,878.153,37.549,34.176,22.529,0.0,0.026,0.026,0.026,0.0,0.045,0.0,0.0,0.032,0.0,0.333,0.561,0.02,11.677,0.0,0.005,13.265,0.0,0.0,0.0,98.65,12.286,0.001,0.0,0.04,0.001,0.057,18.183,0.0,46.988,0.494,0.008,0.0
Okra,0.0,0.0,0.0,0.042,0.0,0.005,0.031,0.05,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.5,6.25,6.75,244.75,0.0,10.875,0.088,0.0,28.5,0.032,0.051,0.05,2.5,88.5,88.5,88.5,0.0,0.498,393.0,0.0,44.0,0.799,43.0,207.25,1.78,0.0,0.079,0.575,4.75,2.43,0.0,0.124,0.222,20.75,0.0,0.0,0.12,15.325,0.0,0.298,0.0,42.125,91.022,0.508,0.0
Olives,0.0,0.0,0.0,1.209,0.088,0.242,7.97,0.869,0.066,0.0,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,5.237,0.0,224.0,0.0,10.367,0.199,8.667,113.667,8.091,0.935,1.451,3.0,1.0,1.0,1.0,0.0,2.37,510.0,0.0,6.333,0.099,3.333,19.667,0.947,0.0,0.002,0.9,1008.667,0.18,0.0,0.009,10.957,19.0,0.0,0.0,0.017,0.8,0.0,2.37,0.0,1.4,79.87,0.16,0.0
Onion rings,0.013,0.005,0.011,1.43,0.012,0.553,2.786,6.386,0.836,0.0,0.048,0.005,0.0,0.002,0.0,0.0,0.0,0.0,0.012,0.0,0.0,31.0,33.79,0.0,0.0,0.0,10.7,0.073,0.0,276.0,3.0,7.633,2.137,2.2,33.0,33.0,33.0,0.0,1.25,0.0,0.0,17.0,1.349,71.0,123.0,4.14,0.0,0.116,5.6,370.0,5.1,0.0,0.185,14.3,0.0,0.0,0.0,0.117,1.6,0.0,0.46,0.0,34.1,46.37,0.42,0.0
Onions,0.002,0.0,0.002,0.032,0.0,0.004,0.024,0.06,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,18.449,0.0,430.429,0.0,12.229,0.097,0.0,78.286,0.025,0.067,0.042,2.843,45.714,45.714,45.714,0.0,0.661,291.571,0.0,23.286,0.342,64.286,368.286,2.241,0.0,0.043,1.143,11.286,8.346,0.0,0.102,0.223,35.857,0.0,0.0,0.305,18.214,0.0,0.143,0.0,52.657,78.219,0.431,0.0
Orange Pineapple Juice Blend,0.0,0.0,0.0,0.01,0.001,0.001,0.008,0.019,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.2,3.0,5.0,0.0,3.8,0.034,9.0,51.0,0.009,0.024,0.011,0.2,10.0,10.0,10.0,0.0,0.18,14.0,0.0,10.0,0.173,11.0,150.0,0.41,0.0,0.025,0.1,4.0,10.57,0.0,0.04,0.08,1.0,0.0,0.0,0.061,40.7,0.0,0.07,0.0,0.1,87.24,0.06,0.0
Orange breakfast drink,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,13.2,0.0,219.0,0.0,0.5,0.027,62.0,53.0,0.0,0.0,0.0,0.1,5.0,5.0,5.0,0.0,0.05,8.0,0.0,5.0,0.09,7.0,83.0,0.0,0.0,0.01,0.0,54.0,8.02,0.0,0.12,0.0,21.0,0.0,0.0,0.02,24.0,0.0,0.04,0.0,0.0,85.4,0.05,0.0
Orange juice,0.0,0.001,0.001,0.022,0.004,0.002,0.026,0.029,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.5,16.668,9.75,25.625,0.0,9.5,0.041,103.5,70.875,0.03,0.038,0.027,0.45,35.5,35.5,35.5,0.0,0.179,132.5,0.25,16.75,0.488,66.75,291.75,1.102,0.0,0.07,0.175,3.625,13.609,0.0,0.111,0.159,6.75,0.0,0.0,0.11,63.338,0.125,0.274,0.0,0.138,81.111,0.082,0.0
Orange-flavor drink,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385.0,98.94,0.0,0.0,0.0,0.1,0.013,1.0,386.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.02,1.0,0.0,0.0,8.0,151.0,190.0,0.0,599.0,0.68,0.5,17.0,92.31,0.0,0.001,0.0,599.0,0.0,0.0,0.8,230.8,0.0,0.0,0.0,0.0,0.14,0.01,0.0
Oranges,0.0,0.0,0.0,0.013,0.003,0.0,0.02,0.018,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,11.75,11.0,71.0,0.0,8.4,0.045,116.0,47.0,0.023,0.025,0.015,2.4,30.0,30.0,30.0,0.0,0.1,129.0,0.0,10.0,0.282,14.0,181.0,0.94,0.0,0.04,0.5,0.0,9.35,0.0,0.087,0.12,11.0,0.0,0.0,0.06,53.2,0.0,0.18,0.0,0.0,86.75,0.07,0.0
Ostrich,0.0,0.0,0.04,1.339,0.342,0.388,1.783,0.631,0.045,0.0,0.024,0.057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,83.0,65.7,0.136,0.0,175.0,2.156,0.739,1.793,0.0,14.0,14.0,14.0,0.0,3.43,0.0,0.0,23.0,6.557,224.0,323.0,26.15,0.0,0.268,33.5,80.0,0.0,0.0,0.213,7.07,0.0,5.74,0.0,0.501,0.0,0.1,0.24,0.0,3.5,67.12,4.33,0.0
Pancakes,0.004,0.002,0.005,0.226,0.007,0.033,0.811,0.706,0.098,0.0,0.014,0.001,0.001,0.001,0.0,0.0,0.0,0.001,0.003,0.0,0.0,253.75,64.832,0.0,1.75,3.0,17.4,0.231,0.0,315.0,0.834,0.806,0.292,5.825,106.25,19.75,70.5,51.0,3.898,94.75,0.0,84.75,4.324,658.75,250.5,8.685,0.0,0.389,11.35,1035.75,6.002,0.0,0.404,2.568,0.0,0.708,0.68,0.202,0.075,0.0,0.39,0.0,2.275,19.735,1.395,0.0
